Record Length,2500,Points,-24.99999937E-6,-800.000011921E-3,,Record Length,2500,Points,-24.99999937E-6,40.00000283E-3,
Sample Interval,19.9999999E-9,s,-24.97999958E-6,-1.6000000,,Sample Interval,19.9999999E-9,s,-24.97999958E-6,24.00000021E-3,
Trigger Point,1.2500000E3,Samples,-24.95999979E-6,-1.2000000,,Trigger Point,1.2500000E3,Samples,-24.95999979E-6,56.000001729E-3,
,,,-24.94000000E-6,-2.4000001,,,,,-24.94000000E-6,32.00000152E-3,
,,,-24.92000021E-6,-2.4000001,,,,,-24.92000021E-6,56.000001729E-3,
,,,-24.89999861E-6,-1.6000000,,,,,-24.89999861E-6,88.000006974E-3,
Source,CH1,,-24.87999882E-6,-2.0000000,,Source,CH2,,-24.87999882E-6,64.000003040E-3,
Vertical Units,Volts,,-24.85999903E-6,-2.79999995,,Vertical Units,Volts,,-24.85999903E-6,96.000000834E-3,
Vertical Scale,10.0000001,,-24.83999924E-6,-2.0000000,,Vertical Scale,200.00000950E-3,,-24.83999924E-6,96.000000834E-3,
Vertical Offset,0,,-24.81999945E-6,-2.0000000,,Vertical Offset,0,,-24.81999945E-6,96.000000834E-3,
Horizontal Units,s,,-24.79999966E-6,-2.79999995,,Horizontal Units,s,,-24.79999966E-6,88.000006974E-3,
Horizontal Scale,4.99999997E-6,,-24.77999988E-6,-2.4000001,,Horizontal Scale,4.99999997E-6,,-24.77999988E-6,88.000006974E-3,
Pt Fmt,Y,,-24.76000009E-6,-2.79999995,,Pt Fmt,Y,,-24.76000009E-6,96.000000834E-3,
Yzero,1.8400000,,-24.73999848E-6,-3.60000014,,Yzero,-2.0000000,,-24.73999848E-6,96.000000834E-3,
Probe Atten,10.0000000,,-24.71999869E-6,-3.20000005,,Probe Atten,10.0000000,,-24.71999869E-6,80.000005662E-3,
,,,-24.69999890E-6,-3.60000014,,,,,-24.69999890E-6,56.000001729E-3,
Note,TBS 1052B-EDU - 4:43:08 PM   12/10/2019,,-24.67999911E-6,-3.20000005,,Note,TBS 1052B-EDU - 4:43:08 PM   12/10/2019,,-24.67999911E-6,72.000004351E-3,
,,,-24.65999933E-6,-3.20000005,,,,,-24.65999933E-6,72.000004351E-3,
,,,-24.63999954E-6,-4.40000010,,,,,-24.63999954E-6,72.000004351E-3,
,,,-24.61999975E-6,-4.00000000,,,,,-24.61999975E-6,56.000001729E-3,
,,,-24.59999996E-6,-4.00000000,,,,,-24.59999996E-6,80.000005662E-3,
,,,-24.58000017E-6,-3.60000014,,,,,-24.58000017E-6,64.000003040E-3,
,,,-24.55999856E-6,-4.40000010,,,,,-24.55999856E-6,88.000006974E-3,
,,,-24.53999878E-6,-4.00000000,,,,,-24.53999878E-6,88.000006974E-3,
,,,-24.51999899E-6,-4.00000000,,,,,-24.51999899E-6,88.000006974E-3,
,,,-24.49999920E-6,-4.00000000,,,,,-24.49999920E-6,64.000003040E-3,
,,,-24.47999941E-6,-4.80000019,,,,,-24.47999941E-6,72.000004351E-3,
,,,-24.45999962E-6,-4.80000019,,,,,-24.45999962E-6,64.000003040E-3,
,,,-24.43999983E-6,-5.20000029,,,,,-24.43999983E-6,96.000000834E-3,
,,,-24.42000005E-6,-5.59999990,,,,,-24.42000005E-6,80.000005662E-3,
,,,-24.40000026E-6,-5.20000029,,,,,-24.40000026E-6,80.000005662E-3,
,,,-24.37999865E-6,-5.59999990,,,,,-24.37999865E-6,72.000004351E-3,
,,,-24.35999886E-6,-5.20000029,,,,,-24.35999886E-6,80.000005662E-3,
