Record Length,2500,Points,-4.99999987E-6,-2.0000000,,Record Length,2500,Points,-4.99999987E-6,2.0000001E-3,
Sample Interval,3.99999989E-9,s,-4.99599992E-6,-2.4000001,,Sample Interval,3.99999989E-9,s,-4.99599992E-6,-20.0000014E-3,
Trigger Point,1.2500001E3,Samples,-4.99199996E-6,-2.79999995,,Trigger Point,1.2500001E3,Samples,-4.99199996E-6,-6.00000005E-3,
,,,-4.98800000E-6,-3.20000005,,,,,-4.98800000E-6,-4.00000019E-3,
,,,-4.98400004E-6,-2.79999995,,,,,-4.98400004E-6,-65.999999642E-3,
,,,-4.98000009E-6,-2.4000001,,,,,-4.98000009E-6,-14.0000004E-3,
Source,CH1,,-4.97599967E-6,-3.20000005,,Source,CH2,,-4.97599967E-6,-4.00000019E-3,
Vertical Units,Volts,,-4.97199972E-6,-2.79999995,,Vertical Units,Volts,,-4.97199972E-6,-28.00000086E-3,
Vertical Scale,10.0000001,,-4.96799976E-6,-3.20000005,,Vertical Scale,50.00000237E-3,,-4.96799976E-6,20.0000014E-3,
Vertical Offset,0,,-4.96399980E-6,-3.60000014,,Vertical Offset,0,,-4.96399980E-6,-36.00000218E-3,
Horizontal Units,s,,-4.95999984E-6,-3.60000014,,Horizontal Units,s,,-4.95999984E-6,-34.00000185E-3,
Horizontal Scale,999.999971718E-9,,-4.95599988E-6,-4.00000000,,Horizontal Scale,999.999971718E-9,,-4.95599988E-6,-4.00000019E-3,
Pt Fmt,Y,,-4.95199993E-6,-3.60000014,,Pt Fmt,Y,,-4.95199993E-6,-42.00000316E-3,
Yzero,1.8400000,,-4.94799997E-6,-4.00000000,,Yzero,-2.0000000,,-4.94799997E-6,-16.0000008E-3,
Probe Atten,10.0000000,,-4.94400001E-6,-4.00000000,,Probe Atten,10.0000000,,-4.94400001E-6,-64.000003040E-3,
,,,-4.94000005E-6,-4.40000010,,,,,-4.94000005E-6,-42.00000316E-3,
Note,TBS 1052B-EDU - 4:33:30 PM   12/10/2019,,-4.93600010E-6,-4.40000010,,Note,TBS 1052B-EDU - 4:33:30 PM   12/10/2019,,-4.93600010E-6,-8.000000380E-3,
,,,-4.93199968E-6,-3.60000014,,,,,-4.93199968E-6,-50.00000075E-3,
,,,-4.92799973E-6,-4.00000000,,,,,-4.92799973E-6,32.00000152E-3,
,,,-4.92399977E-6,-5.20000029,,,,,-4.92399977E-6,-32.00000152E-3,
,,,-4.91999981E-6,-4.40000010,,,,,-4.91999981E-6,-32.00000152E-3,
,,,-4.91599985E-6,-5.20000029,,,,,-4.91599985E-6,-18.0000011E-3,
,,,-4.91199989E-6,-4.80000019,,,,,-4.91199989E-6,-90.000003576E-3,
,,,-4.90799994E-6,-5.20000029,,,,,-4.90799994E-6,-4.00000019E-3,
,,,-4.90399998E-6,-5.59999990,,,,,-4.90399998E-6,-18.0000011E-3,
,,,-4.90000002E-6,-4.80000019,,,,,-4.90000002E-6,8.000000380E-3,
,,,-4.89600006E-6,-5.20000029,,,,,-4.89600006E-6,22.00000174E-3,
,,,-4.89199965E-6,-6.00000000,,,,,-4.89199965E-6,-46.00000381E-3,
,,,-4.88799969E-6,-5.20000029,,,,,-4.88799969E-6,-20.0000014E-3,
,,,-4.88399974E-6,-5.59999990,,,,,-4.88399974E-6,-82.000002265E-3,
,,,-4.87999978E-6,-6.00000000,,,,,-4.87999978E-6,-28.00000086E-3,
,,,-4.87599982E-6,-6.00000000,,,,,-4.87599982E-6,-2.0000001E-3,
,,,-4.87199986E-6,-6.00000000,,,,,-4.87199986E-6,-14.0000004E-3,
,,,-4.86799991E-6,-5.59999990,,,,,-4.86799991E-6,32.00000152E-3,
,,,-4.86399995E-6,-6.40000010,,,,,-4.86399995E-6,-34.00000185E-3,
,,,-4.85999999E-6,-6.80000019,,,,,-4.85999999E-6,-10.0000007E-3,
,,,-4.85600003E-6,-6.80000019,,,,,-4.85600003E-6,-38.00000250E-3,
,,,-4.85200007E-6,-6.80000019,,,,,-4.85200007E-6,-44.00000349E-3,
,,,-4.84799966E-6,-6.80000019,,,,,-4.84799966E-6,38.00000250E-3,
,,,-4.84399970E-6,-6.80000019,,,,,-4.84399970E-6,-50.00000075E-3,
,,,-4.83999975E-6,-6.80000019,,,,,-4.83999975E-6,4.00000019E-3,
,,,-4.83599979E-6,-6.80000019,,,,,-4.83599979E-6,-4.00000019E-3,
,,,-4.83199983E-6,-7.20000029,,,,,-4.83199983E-6,-76.000005007E-3,
,,,-4.82799987E-6,-7.20000029,,,,,-4.82799987E-6,12.0000001E-3,
,,,-4.82399992E-6,-7.599999905,,,,,-4.82399992E-6,-46.00000381E-3,
,,,-4.81999996E-6,-7.20000029,,,,,-4.81999996E-6,-6.00000005E-3,
,,,-4.81600000E-6,-7.20000029,,,,,-4.81600000E-6,8.000000380E-3,
,,,-4.81200004E-6,-7.599999905,,,,,-4.81200004E-6,-54.00000140E-3,
,,,-4.80800009E-6,-7.599999905,,,,,-4.80800009E-6,-8.000000380E-3,
,,,-4.80399967E-6,-7.599999905,,,,,-4.80399967E-6,-36.00000218E-3,
,,,-4.79999972E-6,-7.599999905,,,,,-4.79999972E-6,-20.0000014E-3,
,,,-4.79599976E-6,-7.599999905,,,,,-4.79599976E-6,-2.0000001E-3,
,,,-4.79199980E-6,-8.000000000,,,,,-4.79199980E-6,-10.0000007E-3,
,,,-4.78799984E-6,-8.000000000,,,,,-4.78799984E-6,-8.000000380E-3,
,,,-4.78399988E-6,-8.400000572,,,,,-4.78399988E-6,-26.00000054E-3,
,,,-4.77999993E-6,-8.800000191,,,,,-4.77999993E-6,-4.00000019E-3,
,,,-4.77599997E-6,-8.800000191,,,,,-4.77599997E-6,-36.00000218E-3,
,,,-4.77200001E-6,-8.800000191,,,,,-4.77200001E-6,-8.000000380E-3,
,,,-4.76800005E-6,-8.800000191,,,,,-4.76800005E-6,-4.00000019E-3,
,,,-4.76400010E-6,-8.800000191,,,,,-4.76400010E-6,-34.00000185E-3,
,,,-4.75999968E-6,-8.800000191,,,,,-4.75999968E-6,8.000000380E-3,
,,,-4.75599973E-6,-8.400000572,,,,,-4.75599973E-6,-46.00000381E-3,
,,,-4.75199977E-6,-8.400000572,,,,,-4.75199977E-6,-26.00000054E-3,
,,,-4.74799981E-6,-8.800000191,,,,,-4.74799981E-6,-14.0000004E-3,
,,,-4.74399985E-6,-9.199999809,,,,,-4.74399985E-6,-28.00000086E-3,
,,,-4.73999989E-6,-8.800000191,,,,,-4.73999989E-6,-2.0000001E-3,
,,,-4.73599994E-6,-8.800000191,,,,,-4.73599994E-6,10.0000007E-3,
,,,-4.73199998E-6,-8.400000572,,,,,-4.73199998E-6,-16.0000008E-3,
,,,-4.72800002E-6,-9.199999809,,,,,-4.72800002E-6,-10.0000007E-3,
,,,-4.72400006E-6,-9.600000381,,,,,-4.72400006E-6,4.00000019E-3,
,,,-4.72000011E-6,-9.199999809,,,,,-4.72000011E-6,-46.00000381E-3,
,,,-4.71599969E-6,-8.800000191,,,,,-4.71599969E-6,0.0,
,,,-4.71199974E-6,-9.600000381,,,,,-4.71199974E-6,-18.0000011E-3,
,,,-4.70799978E-6,-9.199999809,,,,,-4.70799978E-6,-40.00000283E-3,
,,,-4.70399982E-6,-9.199999809,,,,,-4.70399982E-6,24.00000021E-3,
,,,-4.69999986E-6,-10.0000000,,,,,-4.69999986E-6,-50.00000075E-3,
,,,-4.69599991E-6,-9.199999809,,,,,-4.69599991E-6,0.0,
,,,-4.69199995E-6,-9.199999809,,,,,-4.69199995E-6,6.00000005E-3,
,,,-4.68799999E-6,-9.600000381,,,,,-4.68799999E-6,-40.00000283E-3,
,,,-4.68400003E-6,-9.600000381,,,,,-4.68400003E-6,14.0000004E-3,
,,,-4.68000007E-6,-9.600000381,,,,,-4.68000007E-6,-38.00000250E-3,
,,,-4.67599966E-6,-10.4000006,,,,,-4.67599966E-6,-14.0000004E-3,
,,,-4.67199970E-6,-10.0000000,,,,,-4.67199970E-6,0.0,
,,,-4.66799975E-6,-9.600000381,,,,,-4.66799975E-6,-12.0000001E-3,
,,,-4.66399979E-6,-10.0000000,,,,,-4.66399979E-6,8.000000380E-3,
,,,-4.65999983E-6,-9.600000381,,,,,-4.65999983E-6,-12.0000001E-3,
,,,-4.65599987E-6,-10.0000000,,,,,-4.65599987E-6,0.0,
,,,-4.65199992E-6,-10.4000006,,,,,-4.65199992E-6,-30.00000119E-3,
,,,-4.64799996E-6,-10.4000006,,,,,-4.64799996E-6,-8.000000380E-3,
,,,-4.64400000E-6,-10.0000000,,,,,-4.64400000E-6,-8.000000380E-3,
,,,-4.64000004E-6,-10.4000006,,,,,-4.64000004E-6,-38.00000250E-3,
,,,-4.63600009E-6,-10.4000006,,,,,-4.63600009E-6,20.0000014E-3,
,,,-4.63199967E-6,-10.4000006,,,,,-4.63199967E-6,-30.00000119E-3,
,,,-4.62799972E-6,-10.8000002,,,,,-4.62799972E-6,-22.00000174E-3,
,,,-4.62399976E-6,-11.1999998,,,,,-4.62399976E-6,28.00000086E-3,
,,,-4.61999980E-6,-10.4000006,,,,,-4.61999980E-6,-42.00000316E-3,
,,,-4.61599984E-6,-10.8000002,,,,,-4.61599984E-6,8.000000380E-3,
,,,-4.61199988E-6,-10.4000006,,,,,-4.61199988E-6,0.0,
,,,-4.60799993E-6,-10.8000002,,,,,-4.60799993E-6,-46.00000381E-3,
,,,-4.60399997E-6,-10.4000006,,,,,-4.60399997E-6,34.00000185E-3,
,,,-4.60000001E-6,-10.8000002,,,,,-4.60000001E-6,-40.00000283E-3,
,,,-4.59600005E-6,-10.8000002,,,,,-4.59600005E-6,-18.0000011E-3,
,,,-4.59200010E-6,-11.1999998,,,,,-4.59200010E-6,32.00000152E-3,
,,,-4.58799968E-6,-10.8000002,,,,,-4.58799968E-6,-56.000001729E-3,
,,,-4.58399973E-6,-10.4000006,,,,,-4.58399973E-6,36.00000218E-3,
,,,-4.57999977E-6,-10.8000002,,,,,-4.57999977E-6,-2.0000001E-3,
